spike	Rngerm.CD.R13.star	Rngerm.CD.R14.star	Rngerm.CD.R15.star	Rngerm.CD.R16.star	Rngerm.HFD.R10.star	Rngerm.HFD.R11.star	Rngerm.HFD.R12.star	Rngerm.HFD.R9.star
spike-in_8.5_4.45_407	410	361	593	600	13787	9760	9332	9832
spike-in_8.5_4.45_408	393	361	483	449	11651	8311	8115	7670
spike-in_8.5_4.45_409	481	454	527	371	11185	10652	10118	7402
spike-in_8.5_4.45_410	357	344	642	510	13788	9307	9693	8909
spike-in_8.5_4.45_411	399	318	373	230	9824	5907	6801	6070
spike-in_8.5_4.45_412	350	283	327	143	8266	5600	5861	4814
spike-in_8.5_4.45_413	301	246	304	214	7296	5227	5562	4521
spike-in_8.5_4.45_414	353	325	551	446	12705	8259	8792	7687
spike-in_8.5_4.45_415	220	199	330	288	7834	5215	5490	4655
spike-in_8.5_4.45_416	362	274	464	296	9846	7238	7766	5488
spike-in_8.5_4.45_417	278	309	356	334	9841	5827	6911	5623
spike-in_8.5_4.45_418	425	294	572	546	13264	8722	8992	8409
spike-in_8.5_4.45_419	356	289	349	141	8266	5600	5861	4814
spike-in_8.5_4.45_420	308	180	366	347	9250	5275	5962	5608
spike-in_8.5_4.45_421	353	283	369	181	7834	6385	6776	4290
spike-in_8.5_4.45_422	324	214	354	523	9579	7871	8249	5245
spike-in_8.5_4.45_423	529	362	550	349	14148	8484	8942	8749
spike-in_8.5_4.45_424	314	397	590	625	14348	9641	8759	8871
spike-in_7.5_1.05_425	292	227	278	205	659	571	437	421
spike-in_7.5_1.05_426	254	253	279	187	681	403	535	405
spike-in_7.5_1.05_427	270	177	289	186	720	419	418	415
spike-in_7.5_1.05_428	108	116	214	192	434	313	261	260
spike-in_7.5_1.05_429	273	193	124	293	794	466	257	254
spike-in_7.5_1.05_430	169	159	224	157	503	302	363	323
spike-in_7.5_1.05_431	141	126	224	192	544	288	354	269
spike-in_7.5_1.05_432	177	182	281	254	529	444	462	362
spike-in_7.5_1.05_433	155	163	262	269	565	407	475	291
spike-in_7.5_1.05_434	228	197	273	131	582	425	345	367
spike-in_7.5_1.05_435	232	261	148	141	609	289	401	279
spike-in_7.5_1.05_436	128	110	163	137	384	261	235	236
spike-in_7.5_1.05_437	178	138	181	187	502	328	229	353
spike-in_7.5_1.05_438	135	123	242	202	447	344	342	355
spike-in_7.5_1.05_439	249	197	244	248	638	399	487	447
spike-in_7.5_1.05_440	228	197	273	131	580	458	390	321
spike-in_7.5_1.05_441	225	201	285	157	686	365	366	344
spike-in_7.5_1.05_442	160	133	163	111	367	263	269	250
spike-in_7.5_1.05_443	154	167	244	233	536	345	369	353
spike-in_7.5_1.05_444	114	124	221	209	478	304	337	311
spike-in_7.5_1.05_445	313	243	250	137	695	423	479	402
spike-in_7.5_1.05_446	102	126	220	213	448	317	316	263
spike-in_7.5_1.05_447	250	220	323	202	695	501	464	407
spike-in_7.5_1.05_448	151	165	247	328	566	416	636	280
spike-in_7.5_1.05_449	222	172	328	204	640	453	418	385
spike-in_7.5_1.05_450	137	123	164	170	455	293	290	210
spike-in_7.5_1.05_451	102	112	209	178	425	280	253	262
spike-in_7.5_1.05_452	212	174	251	229	684	368	427	286
spike-in_7.5_1.05_453	133	200	168	142	425	300	360	287
spike-in_7.5_1.05_454	202	148	202	178	539	319	417	236
spike-in_7.5_1.05_455	180	221	193	136	568	305	301	329
spike-in_7.5_1.05_456	260	206	282	196	669	409	441	402
spike-in_7.5_1.05_457	203	178	247	239	609	417	395	390
spike-in_7.5_1.05_458	168	136	156	119	480	210	336	158
spike-in_7.5_1.05_459	186	156	167	315	439	496	457	289
spike-in_7.5_1.05_460	246	161	212	125	522	398	289	367
spike-in_7.5_1.05_461	196	150	246	203	574	349	347	392
spike-in_7.5_1.05_462	118	91	151	162	403	223	227	232
spike-in_7.5_1.05_463	207	176	306	247	721	388	422	423
spike-in_7.5_1.05_464	173	160	261	258	479	514	482	259
spike-in_7.5_1.05_465	129	131	179	163	459	228	379	217
spike-in_7.5_1.05_466	232	169	324	245	660	429	376	505
spike-in_7.5_1.05_467	119	134	216	274	519	372	376	327
spike-in_7.5_1.05_468	165	135	209	207	505	377	340	316
spike-in_11.5_0.75_469	2751	2473	3884	3146	6791	4544	4835	4205
spike-in_11.5_0.75_470	2538	2335	3488	2873	6111	4137	4302	3907
spike-in_11.5_0.75_471	2081	1701	3020	2195	4896	3371	3472	3297
spike-in_11.5_0.75_472	2974	2840	4282	3240	7377	4660	5161	4763
spike-in_11.5_0.75_473	2380	2722	3616	3380	7197	4361	4549	4716
spike-in_11.5_0.75_474	3928	3353	4727	3631	8916	6266	6582	5411
spike-in_11.5_0.75_475	2296	1985	2878	2745	5264	4093	4187	3428
spike-in_11.5_0.75_476	3450	2634	3112	1954	6201	4283	4308	4099
spike-in_11.5_0.75_477	4071	3218	3601	2334	7167	5094	4895	4973
spike-in_11.5_0.75_478	1947	1646	2778	2514	5155	3386	3055	3515
spike-in_11.5_0.75_479	2129	2044	2796	2699	5577	3657	3656	3672
spike-in_11.5_0.75_480	2066	1646	3255	3007	5466	3821	3754	3638
spike-in_11.5_0.75_481	2029	1924	2618	2637	5248	3485	3407	3198
spike-in_11.5_0.75_482	2379	2184	3543	2837	6554	4108	4214	3901
spike-in_11.5_0.75_483	2699	2237	2643	2279	6065	3571	3871	3217
spike-in_11.5_0.75_484	2650	2363	3616	2807	5971	4477	4677	3546
spike-in_11.5_0.75_485	2274	2014	3452	3188	5702	4550	4389	3526
spike-in_11.5_0.75_486	2452	2137	3872	3433	6192	5071	4860	3926
spike-in_11.5_0.75_487	1771	1664	2976	2262	5197	3041	3410	2965
spike-in_11.5_0.75_488	3271	3104	4799	4302	9147	5980	6052	5293
spike-in_11.5_0.75_489	2058	1949	3145	2763	6051	3346	3988	3239
spike-in_11.5_0.75_490	1808	1502	2627	2303	4867	3217	3158	2708
spike-in_11.5_0.75_491	2262	1854	2741	2393	5290	3458	3636	3314
spike-in_11.5_0.75_492	2515	2253	3689	3074	6893	4191	4381	4348
spike-in_11.5_0.75_493	1814	1660	2478	2273	4999	3331	3286	2442
spike-in_11.5_0.75_494	2523	1911	2428	1810	5126	2759	3852	2524
spike-in_11.5_0.75_495	3740	3786	4671	3704	9176	6102	6909	5385
spike-in_11.5_0.75_496	2719	2426	4000	4685	7847	5000	5401	5198
spike-in_11.5_0.75_497	2751	2473	3884	3146	6680	4502	4650	4228
spike-in_11.5_0.75_498	4112	3420	4504	2896	8821	5660	5652	5443
spike-in_11.5_0.75_499	2001	1764	2807	2423	4942	3287	3363	3155
spike-in_11.5_0.75_500	2354	2255	4049	4053	7336	4747	4677	4495
spike-in_11.5_0.75_501	1800	1899	2964	2476	5072	3699	4194	2831
spike-in_11.5_0.75_502	3026	2485	4661	4385	8009	5332	5333	5492
spike-in_11.5_0.75_503	3581	3225	4090	2367	7232	5007	5417	4570
spike-in_11.5_0.75_504	2068	1855	2985	2858	5712	3688	3678	3279
spike-in_11.5_0.75_505	2054	1733	2538	2305	5350	2634	3814	2266
spike-in_9.5_3.85_506	502	469	736	579	11049	6693	7399	7248
spike-in_9.5_3.85_507	475	500	667	553	10709	6602	7313	6495
spike-in_9.5_3.85_508	565	515	672	514	11622	6183	8229	6064
spike-in_9.5_3.85_509	785	765	1309	1033	19587	12797	13617	11829
spike-in_9.5_3.85_510	495	439	752	690	11525	7788	7945	7450
spike-in_9.5_3.85_511	413	390	722	851	11251	7304	7299	7492
spike-in_9.5_3.85_512	699	576	1009	799	15036	10450	11268	9307
spike-in_9.5_3.85_513	773	578	853	753	13788	9307	9693	8909
spike-in_9.5_3.85_514	453	337	711	662	11156	6621	8232	5781
spike-in_9.5_3.85_515	670	571	870	822	11976	11406	9140	9494
spike-in_9.5_3.85_516	571	469	807	811	12694	9955	10195	6604
spike-in_9.5_3.85_517	832	704	1190	1001	18222	12251	12209	11666
spike-in_9.5_3.85_518	641	576	940	745	11801	11033	9108	8958
spike-in_9.5_3.85_519	846	667	1058	1030	18086	11209	12032	11390
spike-in_9.5_3.85_520	962	666	769	474	13070	10702	10878	6757
spike-in_9.5_3.85_521	700	545	1078	1125	16110	12118	13033	8816
spike-in_9.5_3.85_522	539	840	697	599	13416	8394	8508	8301
spike-in_9.5_3.85_523	576	514	996	1365	17057	10059	10824	10435
spike-in_9.5_3.85_524	1236	901	1245	671	18586	13898	13338	11826
spike-in_9.5_3.85_525	525	437	710	489	9392	7495	7348	6022
spike-in_9.5_3.85_526	524	489	824	724	11983	8630	8817	7169
spike-in_9.5_3.85_527	833	695	1210	987	17169	12081	12971	11044
spike-in_9.5_3.85_528	579	514	842	916	14897	8049	10642	8120
spike-in_9.5_3.85_529	498	378	609	585	10815	6348	6925	6180
spike-in_9.5_3.85_530	1221	968	960	805	16758	14321	13503	11152
spike-in_6.5_3.75_531	85	76	117	82	1661	1137	986	1008
spike-in_6.5_3.75_532	97	30	156	206	2036	1523	1623	1342
spike-in_6.5_3.75_533	78	110	127	177	2270	1276	1561	1361
spike-in_6.5_3.75_534	86	82	106	82	1857	1092	1070	985
spike-in_6.5_3.75_535	46	56	57	96	1084	744	867	761
spike-in_6.5_3.75_536	84	68	48	70	1133	869	912	881
spike-in_6.5_3.75_537	54	51	80	80	1310	639	902	884
spike-in_6.5_3.75_538	90	66	107	98	1797	980	1210	891
spike-in_6.5_3.75_539	95	104	104	74	1695	1098	1245	1146
spike-in_6.5_3.75_540	58	129	100	87	1803	1063	1063	1057
spike-in_6.5_3.75_541	89	126	105	67	1614	1180	1064	1535
spike-in_6.5_3.75_542	28	52	84	91	1223	792	727	710
spike-in_6.5_3.75_543	42	56	82	101	1330	754	774	886
spike-in_6.5_3.75_544	165	89	39	39	1576	799	1242	993
spike-in_6.5_3.75_545	83	59	91	84	1399	1028	1060	771
spike-in_6.5_3.75_546	103	110	111	148	2039	1306	1660	1231
spike-in_6.5_3.75_547	161	88	108	145	2644	1113	1917	918
spike-in_6.5_3.75_548	72	42	112	67	1300	895	860	874
spike-in_6.5_3.75_549	80	60	103	109	1620	928	1098	1087
spike-in_6.5_3.75_550	124	115	58	84	1872	1077	1350	878
spike-in_6.5_3.75_551	90	73	97	55	1593	949	920	971
spike-in_6.5_3.75_552	75	101	128	76	1952	1167	1238	941
spike-in_6.5_3.75_553	88	73	74	105	1935	1315	988	542
spike-in_6.5_3.75_554	128	87	162	121	2087	2029	1750	1065
spike-in_6.5_3.75_555	115	72	117	108	1676	1507	1466	904
spike-in_6.5_3.75_556	84	64	94	176	1965	1253	1451	1141
spike-in_6.5_3.75_557	56	55	64	97	1323	854	795	736
spike-in_6.5_3.75_558	51	43	71	110	1244	712	808	860
spike-in_6.5_3.75_559	62	50	103	74	1332	827	907	849
spike-in_6.5_3.75_560	66	78	103	93	1625	1036	934	898
spike-in_6.5_3.75_561	76	86	104	117	1414	1205	1483	1004
spike-in_6.5_3.75_562	102	94	68	127	1806	1040	1277	1069
spike-in_6.5_3.75_563	105	89	88	62	1648	1106	994	860
spike-in_6.5_3.75_564	138	116	117	116	2148	1444	1425	1376
spike-in_6.5_3.75_565	105	83	104	44	1643	1090	670	1174
spike-in_6.5_3.75_566	61	40	70	88	1149	847	800	736
spike-in_6.5_3.75_567	96	105	121	105	1982	1315	1267	1244
spike-in_6.5_3.75_568	87	68	84	242	2486	1464	1248	1262
spike-in_6.5_3.75_569	112	77	66	61	1472	1062	984	862
spike-in_6.5_3.75_570	84	60	102	62	1512	779	1034	793
spike-in_6.5_3.75_571	74	57	110	78	1335	924	1214	872
spike-in_6.5_3.75_572	54	54	88	92	1298	866	942	702
spike-in_6.5_3.75_573	93	55	118	72	1555	1079	1213	897
spike-in_6.5_3.75_574	96	97	152	153	2206	1427	1610	1317
spike-in_6.5_3.75_575	85	93	104	104	1762	1153	1128	1117
spike-in_5.5_0.55_576	60	46	50	37	95	51	76	65
spike-in_5.5_0.55_577	40	34	38	34	82	69	29	41
spike-in_5.5_0.55_578	26	28	63	53	88	61	59	42
spike-in_5.5_0.55_579	65	20	27	42	96	45	45	39
spike-in_5.5_0.55_580	36	48	48	22	104	27	59	44
spike-in_5.5_0.55_581	40	33	47	37	102	64	2	58
spike-in_5.5_0.55_582	52	39	43	28	98	34	52	53
spike-in_5.5_0.55_583	58	35	63	93	166	56	84	67
spike-in_5.5_0.55_584	42	20	82	83	118	84	61	66
spike-in_5.5_0.55_585	36	24	40	38	72	54	66	10
spike-in_5.5_0.55_586	47	28	28	70	106	49	57	49
spike-in_5.5_0.55_587	34	52	18	28	53	43	52	54
spike-in_5.5_0.55_588	52	50	18	36	83	57	51	36
spike-in_5.5_0.55_589	64	42	54	29	126	60	49	49
spike-in_5.5_0.55_590	33	47	89	64	114	144	43	52
spike-in_5.5_0.55_591	46	96	62	26	118	71	94	50
spike-in_5.5_0.55_592	56	46	38	69	132	45	71	65
spike-in_5.5_0.55_593	52	53	56	28	87	69	78	43
spike-in_5.5_0.55_594	66	67	51	54	98	85	78	79
spike-in_5.5_0.55_595	60	46	50	37	130	58	38	54
spike-in_5.5_0.55_596	42	42	81	83	118	76	106	68
spike-in_5.5_0.55_597	24	22	43	42	56	58	45	41
spike-in_5.5_0.55_598	42	40	64	33	88	48	95	30
spike-in_5.5_0.55_599	61	58	73	33	96	78	90	68
spike-in_5.5_0.55_600	52	55	74	40	102	82	92	44
spike-in_5.5_0.55_601	61	56	58	68	100	83	110	70
spike-in_5.5_0.55_602	40	27	40	20	68	41	48	32
spike-in_5.5_0.55_603	50	33	60	54	120	41	59	75
spike-in_5.5_0.55_604	50	46	60	50	94	84	74	59
spike-in_5.5_0.55_605	40	16	41	45	88	38	44	39
spike-in_5.5_0.55_606	50	42	61	66	101	66	83	81
spike-in_5.5_0.55_607	66	53	66	58	125	108	61	74
spike-in_5.5_0.55_608	15	33	43	36	68	33	44	37
spike-in_5.5_0.55_609	49	20	66	50	98	60	61	58
spike-in_5.5_0.55_610	34	35	40	41	90	40	68	27
spike-in_5.5_0.55_611	45	33	30	37	59	45	51	64
spike-in_5.5_0.55_612	51	38	48	67	98	65	57	72
spike-in_5.5_0.55_613	47	53	54	90	162	85	64	41
spike-in_5.5_0.55_614	54	39	37	54	97	42	68	67
spike-in_5.5_0.55_615	57	36	53	48	97	58	74	66
spike-in_5.5_0.55_616	24	26	42	60	109	52	28	42
spike-in_5.5_0.55_617	32	30	58	58	72	49	73	72
spike-in_10.5_4.85_618	1169	1063	1452	1128	45681	31625	32587	27965
spike-in_10.5_4.85_619	1018	820	1211	1200	41152	25574	26638	25335
spike-in_10.5_4.85_620	1388	1270	1470	762	49348	32282	33838	29621
spike-in_10.5_4.85_621	889	853	1365	1098	39842	27193	27980	24211
spike-in_10.5_4.85_622	1125	976	1408	742	39479	26773	27546	24871
spike-in_10.5_4.85_623	899	762	1348	1388	43436	27524	29845	27460
spike-in_9.5_2.65_624	867	423	763	659	5442	3938	3512	3652
spike-in_9.5_2.65_625	495	452	766	746	4657	4223	4223	2851
spike-in_9.5_2.65_626	482	418	425	846	5322	2567	3639	2555
spike-in_9.5_2.65_627	812	724	1146	1077	8502	4251	6142	4629
spike-in_9.5_2.65_628	476	386	718	571	5268	3034	3099	2147
spike-in_9.5_2.65_629	453	390	673	584	4289	2931	2913	2856
spike-in_9.5_2.65_630	620	554	790	801	5995	3900	3644	3627
spike-in_9.5_2.65_631	623	531	944	843	6008	3847	4236	3803
spike-in_9.5_2.65_632	616	546	823	781	6039	3782	4148	3496
spike-in_9.5_2.65_633	635	561	668	666	5712	3688	3678	3279
spike-in_9.5_2.65_634	786	632	907	874	6922	4234	4549	4192
spike-in_9.5_2.65_635	518	421	660	618	4906	2972	3330	3096
spike-in_9.5_2.65_636	541	523	833	623	5394	3347	3647	3179
spike-in_9.5_2.65_637	529	443	643	528	4477	2933	2986	2839
spike-in_9.5_2.65_638	718	565	1033	942	6680	4502	4650	4228
spike-in_9.5_2.65_639	425	380	721	603	4635	2991	2833	2551
spike-in_9.5_2.65_640	636	565	1075	663	6318	4268	4473	3814
spike-in_9.5_2.65_641	701	628	807	624	5720	3951	3941	3479
spike-in_9.5_2.65_642	590	531	626	449	4911	3044	3384	2872
spike-in_9.5_2.65_643	476	425	748	761	4807	3750	4019	2798
spike-in_9.5_2.65_644	838	700	1192	955	7334	5525	5823	5151
spike-in_9.5_2.65_645	676	933	1081	978	7304	5973	5815	4414
spike-in_9.5_2.65_646	831	696	842	832	6814	4049	4698	3987
spike-in_9.5_2.65_647	731	670	1223	950	7856	4818	5083	4420
spike-in_9.5_2.65_648	719	633	1001	803	6617	4206	4678	3824
spike-in_9.5_2.65_649	972	745	911	548	5970	5052	5172	4329
spike-in_9.5_2.65_650	564	460	805	829	4867	4513	3841	3469
spike-in_9.5_2.65_651	548	448	795	457	4897	3376	3019	2936
spike-in_12.5_1.65_652	4409	3908	6412	5470	21332	14745	15066	14069
spike-in_12.5_1.65_653	4062	3913	6029	5257	17047	15684	13129	13071
spike-in_12.5_1.65_654	4799	4063	6435	5841	22959	15286	15870	14413
spike-in_12.5_1.65_655	5389	4296	7638	5387	22049	17889	17045	14835
spike-in_12.5_1.65_656	6097	4667	5133	3445	19775	13349	13107	13114
spike-in_12.5_1.65_657	5800	4551	6684	5263	24043	15479	16968	14306
spike-in_12.5_1.65_658	3877	3597	5748	4625	18738	12394	12562	11238
spike-in_12.5_1.65_659	5389	4296	7638	5387	24768	15132	16392	16167
spike-in_12.5_1.65_660	4024	3585	6145	5083	19830	12434	13155	12006
spike-in_12.5_1.65_661	4888	4365	7101	6167	22731	16574	17592	12545
spike-in_12.5_1.65_662	4470	4084	7051	5743	22411	13861	14921	13883
spike-in_12.5_1.65_663	3506	3302	5605	4882	17931	11393	12220	11151
spike-in_12.5_1.65_664	8857	7042	9211	5609	30806	23536	23618	20785
spike-in_6.5_0.95_665	37	89	64	105	195	127	143	122
spike-in_6.5_0.95_666	67	29	82	109	275	120	95	85
spike-in_6.5_0.95_667	59	75	79	157	253	160	153	140
spike-in_6.5_0.95_668	38	55	96	90	180	99	110	149
spike-in_6.5_0.95_669	57	70	104	84	245	118	88	156
spike-in_6.5_0.95_670	123	104	141	114	364	142	266	155
spike-in_6.5_0.95_671	105	85	164	134	319	195	207	231
spike-in_6.5_0.95_672	78	60	43	121	192	123	136	130
spike-in_6.5_0.95_673	74	92	100	94	233	183	155	149
spike-in_6.5_0.95_674	66	50	70	100	210	169	99	84
spike-in_6.5_0.95_675	111	83	142	108	303	175	215	165
spike-in_6.5_0.95_676	77	57	73	145	287	132	164	124
spike-in_6.5_0.95_677	76	60	68	70	173	117	114	118
spike-in_6.5_0.95_678	74	52	130	146	244	214	200	144
spike-in_6.5_0.95_679	82	77	79	57	188	109	150	116
spike-in_6.5_0.95_680	100	110	106	54	242	111	184	169
spike-in_6.5_0.95_681	110	72	124	110	311	165	207	121
spike-in_6.5_0.95_682	70	49	68	68	170	89	109	121
spike-in_6.5_0.95_683	97	62	127	87	253	155	164	136
spike-in_6.5_0.95_684	88	46	117	135	250	158	206	158
spike-in_6.5_0.95_685	106	100	107	96	232	192	144	199
spike-in_6.5_0.95_686	112	153	120	64	302	250	148	169
spike-in_6.5_0.95_687	96	87	129	122	297	183	177	210
spike-in_6.5_0.95_688	48	47	80	96	180	99	110	149
spike-in_6.5_0.95_689	76	39	90	115	207	141	155	118
spike-in_6.5_0.95_690	64	57	92	125	194	172	188	110
spike-in_6.5_0.95_691	86	49	119	161	271	169	198	153
spike-in_6.5_0.95_692	106	100	107	96	309	150	186	129
spike-in_6.5_0.95_693	99	80	132	186	342	202	231	208
spike-in_6.5_0.95_694	92	88	96	114	268	148	166	150
spike-in_6.5_0.95_695	69	57	132	243	340	177	233	223
spike-in_6.5_0.95_696	104	84	106	134	324	197	189	135
spike-in_6.5_0.95_697	123	114	155	72	292	220	224	169
spike-in_6.5_0.95_698	98	71	117	171	298	219	179	201
spike-in_6.5_0.95_699	164	59	97	54	231	172	151	161
spike-in_6.5_0.95_700	66	60	96	54	151	140	105	133
spike-in_6.5_0.95_701	84	64	99	78	230	144	139	129
spike-in_6.5_0.95_702	85	91	118	111	325	266	72	144
spike-in_6.5_0.95_703	81	61	83	117	231	158	166	126
spike-in_6.5_0.95_704	70	61	66	106	174	163	151	116
spike-in_6.5_0.95_705	56	62	66	73	182	129	74	102
spike-in_6.5_0.95_706	67	46	77	132	241	166	120	102
spike-in_6.5_0.95_707	85	64	74	118	241	176	120	121
spike-in_6.5_0.95_708	123	114	155	72	303	197	209	211
spike-in_6.5_0.95_709	56	60	62	105	177	132	127	114
spike-in_6.5_0.95_710	73	44	78	107	154	184	126	114
spike-in_6.5_0.95_711	84	66	144	137	288	199	196	178
spike-in_6.5_0.95_712	60	72	26	100	148	129	103	116
spike-in_6.5_0.95_713	107	102	76	41	190	147	136	139
spike-in_10.5_2.85_714	1189	1173	1894	1943	15115	9864	10236	9501
spike-in_10.5_2.85_715	1291	1141	1793	1445	13866	8807	9839	7933
spike-in_10.5_2.85_716	1541	1342	2186	1929	16825	12474	13218	9403
spike-in_10.5_2.85_717	1201	993	1884	1876	14348	9641	8759	8871
spike-in_10.5_2.85_718	1484	1394	2032	1653	14503	11786	12050	9581
spike-in_10.5_2.85_719	1742	1389	1843	1313	13804	10484	11119	8746
spike-in_10.5_2.85_720	798	862	1582	994	9988	6277	7218	6355
spike-in_10.5_2.85_721	1763	1527	2554	2305	19333	13643	14307	13387
spike-in_10.5_2.85_722	1094	1057	1256	1064	10868	7326	7151	7123
spike-in_10.5_2.85_723	885	820	1281	1419	10660	6954	7601	6202
spike-in_10.5_2.85_724	1372	1381	2063	1632	16599	9607	11265	9114
spike-in_10.5_2.85_725	1349	1264	1834	1610	14908	9288	11390	8938
spike-in_10.5_2.85_726	1325	1215	1610	1043	12124	8577	9963	6678
spike-in_10.5_2.85_727	1897	1542	2507	1812	18522	12227	12195	12368
spike-in_10.5_2.85_728	1128	1101	1908	1883	13734	9774	9747	9330
spike-in_10.5_2.85_729	972	959	1658	1456	11654	9351	8626	7829
spike-in_10.5_2.85_730	1693	1614	2560	1885	19638	11387	13287	11380
spike-in_10.5_2.85_731	1166	996	1600	1372	12452	8054	9410	7123
spike-in_10.5_2.85_732	1785	1508	2424	1775	17954	11623	11988	11272
spike-in_10.5_2.85_733	1577	1136	1445	1065	12418	7771	9182	7683
spike-in_10.5_2.85_734	919	810	1383	1446	10077	8290	7303	7120
spike-in_10.5_2.85_735	1208	997	1555	1290	12181	8534	8235	7830
spike-in_10.5_2.85_736	1663	1339	2008	2074	18131	12674	8745	12344
spike-in_10.5_2.85_737	1523	1447	2283	2142	19913	11179	13269	10445
spike-in_10.5_2.85_738	1001	806	1506	1381	12192	7133	7860	7763
spike-in_10.5_2.85_739	1738	1745	2499	2156	17829	14015	15536	10799
spike-in_10.5_2.85_740	963	841	1710	1370	11665	8553	8190	7823
spike-in_10.5_2.85_741	1646	1268	1776	1482	15756	10230	9912	9952
spike-in_10.5_2.85_742	872	761	1410	1286	10008	7149	7954	5454
spike-in_10.5_2.85_743	1468	1366	2372	2368	16823	14534	14803	9780
spike-in_10.5_2.85_744	1832	1571	2059	1673	16583	13239	13179	10039
spike-in_10.5_2.85_745	1813	1410	1775	1440	15735	10968	10727	10584
spike-in_10.5_2.85_746	970	897	1227	1057	10146	6618	7070	6654
spike-in_10.5_2.85_747	1650	1393	2413	1805	17600	11636	11920	11010
spike-in_10.5_2.85_748	1536	1336	2441	2122	18162	11563	11493	11794
spike-in_10.5_2.85_749	1652	1371	2434	2136	15729	15072	13520	8964
spike-in_10.5_2.85_750	1711	1421	1621	1190	13219	10328	10659	7520
spike-in_12.5_1.25_751	5124	4455	7482	6191	18970	12499	12320	12725
spike-in_12.5_1.25_752	4118	3508	5059	3901	12694	9955	10195	6604
spike-in_12.5_1.25_753	4520	4029	7617	7240	18060	13829	12834	12341
spike-in_12.5_1.25_754	5311	4570	5803	3930	16228	10030	11558	9705
spike-in_12.5_1.25_755	3867	3540	5299	4617	14166	9988	9585	8383
spike-in_12.5_1.25_756	4153	3520	5542	4668	14166	9988	9585	8383
spike-in_12.5_1.25_757	7545	6259	10611	7846	24799	17124	16442	16422
spike-in_12.5_1.25_758	4847	4046	6274	5509	15851	12281	12531	10130
spike-in_12.5_1.25_759	5089	4506	7916	7676	19223	12875	14409	12409
spike-in_12.5_1.25_760	4936	4626	6223	4379	14842	10196	11388	10473
spike-in_12.5_1.25_761	5030	4440	7865	5801	16535	13812	13546	10153
spike-in_12.5_1.25_762	3714	3661	5657	4807	14348	9641	8759	8871
spike-in_12.5_1.25_763	5271	4362	5815	4350	16464	9620	12182	8314
spike-in_12.5_1.25_764	5392	4546	4749	3382	14520	10069	9168	9133
spike-in_12.5_1.25_765	3641	2616	6429	5333	14372	9324	9775	8287
spike-in_12.5_1.25_766	4167	3784	5197	3808	13415	8579	8964	8093
spike-in_12.5_1.25_767	7180	6376	9559	7910	24938	16339	15984	17250
spike-in_7.5_1.75_768	211	93	191	114	810	406	522	312
spike-in_7.5_1.75_769	157	146	200	194	788	523	548	523
spike-in_7.5_1.75_770	143	112	93	184	584	373	403	427
spike-in_7.5_1.75_771	277	161	183	191	993	651	557	588
spike-in_7.5_1.75_772	185	151	288	277	1078	609	667	624
spike-in_7.5_1.75_773	115	126	173	212	748	415	552	361
spike-in_7.5_1.75_774	254	265	244	215	1099	700	782	682
spike-in_7.5_1.75_775	133	95	143	148	549	433	370	381
spike-in_7.5_1.75_776	232	173	232	127	945	574	617	467
spike-in_7.5_1.75_777	186	143	181	132	761	513	426	441
spike-in_7.5_1.75_778	147	169	275	246	986	594	561	688
spike-in_7.5_1.75_779	145	176	171	137	661	516	495	468
spike-in_7.5_1.75_780	198	219	241	169	1088	448	833	440
spike-in_7.5_1.75_781	112	73	124	211	566	424	440	324
spike-in_7.5_1.75_782	204	178	239	250	964	749	690	636
spike-in_7.5_1.75_783	110	106	183	131	604	392	506	307
spike-in_7.5_1.75_784	255	213	231	287	1054	755	754	765
spike-in_7.5_1.75_785	195	95	115	134	715	388	477	282
spike-in_7.5_1.75_786	128	91	189	165	685	358	547	316
spike-in_7.5_1.75_787	145	176	171	137	748	470	511	422
spike-in_7.5_1.75_788	146	152	135	122	667	447	466	356
spike-in_7.5_1.75_789	114	132	146	124	622	333	338	393
spike-in_7.5_1.75_790	184	178	191	122	656	528	534	521
spike-in_7.5_1.75_791	174	180	207	229	894	561	566	573
spike-in_7.5_1.75_792	128	100	165	200	696	404	478	400
spike-in_7.5_1.75_793	247	201	231	162	882	623	674	615
spike-in_7.5_1.75_794	132	138	201	160	798	469	480	417
spike-in_7.5_1.75_795	116	92	182	205	780	285	551	396
spike-in_7.5_1.75_796	167	179	247	275	954	691	699	531
spike-in_7.5_1.75_797	152	193	285	251	949	654	648	645
spike-in_7.5_1.75_798	135	116	175	184	741	409	470	374
